"FRS Link CSV","Cleanup Name","Location Address","City Name","State Code","Postal Code","County Name","EPA ID","Brownfields Link CSV","RCRA Link CSV","Superfund Link CSV","ECHO Link CSV","Response Link CSV","Map Site CSV"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000448132","NUCOR STEEL NEBRASKA","2911 EAST NUCOR ROAD","NORFOLK","NE","68701","STANTON","NED087069050","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22NED087069050%22","","https://echo.epa.gov/detailed-facility-report?fid=110000448132","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:42.078346 -97.360153"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000449088","MICHOUD ASSEMBLY FACILITY","13800 OLD GENTILLY ROAD","NEW ORLEANS","LA","70129","ORLEANS","LA4800014587","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22LA4800014587%22","","https://echo.epa.gov/detailed-facility-report?fid=110000449088","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:30.02499 -89.91942"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000449765","LION COPOLYMER GEISMAR LLC - GEISMAR FACILITY","36191 LOUISIANA HIGHWAY 30","GEISMAR","LA","70734","ASCENSION","LAD008194060","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22LAD008194060%22","","https://echo.epa.gov/detailed-facility-report?fid=110000449765","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:30.205046 -91.005453"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000457103","DAL-CHROME, INC.","3044 MORRELL AVE.","DALLAS","TX","75203","DALLAS","TXD042687061","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22TXD042687061%22","","https://echo.epa.gov/detailed-facility-report?fid=110000457103","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:32.74413 -96.78256"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000458157","JOY GLOBAL LONGVIEW OPERATIONS","5410 W LOOP 281","LONGVIEW","TX","75603","GREGG COUNTY","TXD990797441","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22TXD990797441%22","","https://echo.epa.gov/detailed-facility-report?fid=110000458157","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:32.459707 -94.737374"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000458790","NIBCO NACOGDOCHES PLANT","723 S. FREDONIA ST.","NACOGDOCHES","TX","75961","NACOGDOCHES","TXD008092306","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22TXD008092306%22","","https://echo.epa.gov/detailed-facility-report?fid=110000458790","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:31.59597 -94.65591"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000475744","ASHLAND CHEMICAL INC","10505 PAINTER AVENUE","SANTA FE SPRINGS","CA","90670","LOS ANGELES","CAD044061422","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22CAD044061422%22","","https://echo.epa.gov/detailed-facility-report?fid=110000475744","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:33.937965 -118.053496"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000479401","TELEDYNE CONTINENTAL MOTORS BATTERY PRODUCTS OPERATION","840 WEST BROCKTON AVE","REDLANDS","CA","92374","SAN BERNARDINO","CAD008386641","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22CAD008386641%22","","https://echo.epa.gov/detailed-facility-report?fid=110000479401","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.06649 -117.19391"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000481942","CERTAINTEED CORPORATION","17775 AVENUE 23 1/2","CHOWCHILLA","CA","93610","MADERA","CAD093435022","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22CAD093435022%22","","https://echo.epa.gov/detailed-facility-report?fid=110000481942","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:37.093176 -120.225005"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000489089","PHILIP ENVIRONMENTAL SERVICES","20245 77TH AVE S","KENT","WA","98032","KING","WAD991281767","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22WAD991281767%22","","https://echo.epa.gov/detailed-facility-report?fid=110000489089","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:47.41813 -122.23764"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000489472","BURLINGTON ENVIRONMENTAL LLC GEORGETOWN","734 S LUCILE ST","SEATTLE","WA","98108","KING","WAD000812909","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22WAD000812909%22","","https://echo.epa.gov/detailed-facility-report?fid=110000489472","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:47.55336 -122.3229"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000490139","CONOCOPHILLIPS FERNDALE REFINERY","3901 UNICK RD","FERNDALE","WA","98248","WHATCOM","WAD009250366","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22WAD009250366%22","","https://echo.epa.gov/detailed-facility-report?fid=110000490139","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:48.830142 -122.692114"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000473498","AMVAC CHEMICAL CORP","4100 E. WASHINGTON BLVD.","LOS ANGELES","CA","90023","LOS ANGELES","CAD056446388","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22CAD056446388%22","","https://echo.epa.gov/detailed-facility-report?fid=110000473498","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.009444 -118.188056"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000580915","SHELL CHEMICAL YABUCOA, INC.-YABUCOA REFINERY","PR-901 KM 2.7","YABUCOA","PR","00767","YABUCOA","PRD090074071","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22PRD090074071%22","","https://echo.epa.gov/detailed-facility-report?fid=110000580915","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:18.046899 -65.85116"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000494983","HOLLYFRONTIER TULSA REFINING LLC - EAST REFINERY","902 W 25TH ST","TULSA","OK","74107","TULSA","OKD990750960","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22OKD990750960%22","","https://echo.epa.gov/detailed-facility-report?fid=110000494983","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:36.12266 -96.00048"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000496286","EVOQUA WATER TECHNOLOGIES","118 PARK RD","DARLINGTON","PA","16115","BEAVER","PAD987270725","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22PAD987270725%22","","https://echo.epa.gov/detailed-facility-report?fid=110000496286","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:40.79611 -80.46785"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000496892","LWD INC","2475 INDUSTRIAL PARKWAY","CALVERT CITY","KY","42029","MARSHALL","KYD088438817","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22KYD088438817%22","","https://echo.epa.gov/detailed-facility-report?fid=110000496892","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:37.046301 -88.325508"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000497132","WAYNE DISPOSAL INC","49350 NORTH I-94 SERVICE DRIVE","BELLEVILLE","MI","48111","WAYNE","MID048090633","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22MID048090633%22","","https://echo.epa.gov/detailed-facility-report?fid=110000497132","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:42.21917 -83.522691"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000504268","INTERCONTINENTAL TERMINALS COMPANY, LLC","1943 BATTLEGROUND RD.","DEER PARK","TX","77536","HARRIS","TXD073912974","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22TXD073912974%22","","https://echo.epa.gov/detailed-facility-report?fid=110000504268","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:29.735078 -95.096375"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000505524","UNION CARBIDE CORP TEXAS CITY PLANT","3301 5TH AVE S","TEXAS CITY","TX","77590","GALVESTON","TXD000461533","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22TXD000461533%22","","https://echo.epa.gov/detailed-facility-report?fid=110000505524","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:29.3742 -94.9455"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000572782","CHEMTURA NORTH AND SOUTH PLANTS","1000 MORGANTOWN INDUSTRIAL PARK","MORGANTOWN","WV","26501","MONONGALIA","WVD061776977","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22WVD061776977%22","","https://echo.epa.gov/detailed-facility-report?fid=110000572782","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:39.59983 -79.97148"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000575244","CHEVRON ORONITE - OAK POINT PLANT","10285 BELLE CHASSE HWY","BELLE CHASSE","LA","70037","PLAQUEMINES","LAD034199802","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22LAD034199802%22","","https://echo.epa.gov/detailed-facility-report?fid=110000575244","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:29.80825 -90.01"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000576984","THIRD CREEK WWTP","444 THIRD CREEK ROAD","STATESVILLE","NC","28677","IREDELL","NCR000001602","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22NCR000001602%22","","https://echo.epa.gov/detailed-facility-report?fid=110000576984","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:35.74181 -80.841124"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000592458","BF GOODRICH TIRE MANUFACTURING","18906 U.S. 24 E.","WOODBURN","IN","46797","ALLEN","IND005421987","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22IND005421987%22","","https://echo.epa.gov/detailed-facility-report?fid=110000592458","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.135806 -84.904667"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000594679","MIDWEST ELECTRIC PRODUCTS INC","58155 240TH ST","MANKATO","MN","56001","BLUE EARTH ","MND006175590","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22MND006175590%22","","https://echo.epa.gov/detailed-facility-report?fid=110000594679","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:44.23218 -93.95551"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000595909","SECO PRODS CORP","5025 OLD HIGHWAY 100","WASHINGTON","MO","63090","FRANKLIN","MOD068549492","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22MOD068549492%22","","https://echo.epa.gov/detailed-facility-report?fid=110000595909","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:38.539057 -90.971136"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000597444","FORMOSA PLASTICS LOUISIANA","GULF STATES ROAD","BATON ROUGE","LA","70805","EAST BATON ROUGE","LAD041224932","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22LAD041224932%22","","https://echo.epa.gov/detailed-facility-report?fid=110000597444","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:30.498203 -91.189148"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000599291","SHELL TECHNOLOGY CENTER HOUSTON","3333 HWY. 6 S.","HOUSTON","TX","77082","HARRIS","TXD000820118","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22TXD000820118%22","","https://echo.epa.gov/detailed-facility-report?fid=110000599291","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:29.72644 -95.64394"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000599745","SMI TEXAS","1 STEEL MILL ROAD","SEGUIN","TX","78155","GUADALUPE","TXD008119414","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22TXD008119414%22","","https://echo.epa.gov/detailed-facility-report?fid=110000599745","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:29.573278 -98.031333"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000600920","US ECOLOGY NEVADA, INC","500 E HWY 95 N","BEATTY","NV","89003","NYE","NVD048946016","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22NVD048946016%22","","https://echo.epa.gov/detailed-facility-report?fid=110000600920","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:36.767649 -116.69368"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000582003","POLYMER ADDITIVES INC DBA VALTRIS SPECIALTY","170 RT 130 S","BRIDGEPORT","NJ","08014","GLOUCESTER","NJR000035865","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22NJR000035865%22","","https://echo.epa.gov/detailed-facility-report?fid=110000582003","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:39.792583 -75.395278"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000583244","OMNOVA SOLUTIONS INC JEANNETT E PA PLANT","1001 CHAMBERS AVE","JEANNETTE","PA","15644","WESTMORELAND","PAD004338000","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22PAD004338000%22","","https://echo.epa.gov/detailed-facility-report?fid=110000583244","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:40.3252 -79.61308"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000584127","ARMSTRONG WORLD INDUSTRIES LANCASTER PLANT","401 WEST LIBERTY STREET","LANCASTER","PA","17603","LANCASTER","PAD001307792","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22PAD001307792%22","","https://echo.epa.gov/detailed-facility-report?fid=110000584127","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:40.05559 -76.321117"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000584680","SAFETY-KLEEN SYSTEMS INC","77 TOWPATH & CANAL RD.","FAIRLESS HILLS","PA","19030","BUCKS","PAD987266715","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22PAD987266715%22","","https://echo.epa.gov/detailed-facility-report?fid=110000584680","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:40.183344 -74.791931"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000585750","GRIFFIN PIPE PRODUCTS COMPANY LLC","10 ADAMS STREET","LYNCHBURG","VA","24504","LYNCHBURG CITY","VAD065417008","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22VAD065417008%22","","https://echo.epa.gov/detailed-facility-report?fid=110000585750","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:37.420815 -79.140968"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000587179","INVISTA S.A.R.L.","643 HIGHWAY 1 S","LUGOFF","SC","29078","KERSHAW","SCD003344363","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22SCD003344363%22","","https://echo.epa.gov/detailed-facility-report?fid=110000587179","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.2375 -80.645833"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000591388","CUSTOM RESINS INC","1421 HIGHWAY 136 WEST","HENDERSON","KY","42420","HENDERSON","KYD082388372","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22KYD082388372%22","","https://echo.epa.gov/detailed-facility-report?fid=110000591388","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:37.810278 -87.6525"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000610116","FORWARD LANDFILL, INC.","9999 SOUTH AUSTIN ROAD","MANTECA","CA","95336","SAN JOAQUIN","CAD990794133","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22CAD990794133%22","","https://echo.epa.gov/detailed-facility-report?fid=110000610116","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:37.87396 -121.1831"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000610287","DYNEGY MORRO BAY POWER PLANT","1290 EMBARCADERO RD","MORRO BAY","CA","93442","SAN LUIS OBISPO","CAT080011646","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22CAT080011646%22","","https://echo.epa.gov/detailed-facility-report?fid=110000610287","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:35.373906 -120.857214"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000610704","MOHEGAN TRIBAL GAMING AUTH. ENGINEERING","67 SANDY DESERT RD","UNCASVILLE","CT","06382","NEW LONDON","CTD001147875","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22CTD001147875%22","","https://echo.epa.gov/detailed-facility-report?fid=110000610704","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.492634 -72.096593"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000610759","ALSTOM POWER","2000 DAY HILL ROAD","WINDSOR","CT","06095","HARTFORD","CTD001159557","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22CTD001159557%22","","https://echo.epa.gov/detailed-facility-report?fid=110000610759","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.87799 -72.71594"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000610820","ITW WATERBURY BUCKLE","952 S MAIN ST","WATERBURY","CT","06706","NEW HAVEN","CTD001165703","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22CTD001165703%22","","https://echo.epa.gov/detailed-facility-report?fid=110000610820","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.54294 -73.03756"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000610900","TOPPAN PHOTOMASKS","4 FINANCE DR","DANBURY","CT","06810","FAIRFIELD","CTD001184324","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22CTD001184324%22","","https://echo.epa.gov/detailed-facility-report?fid=110000610900","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.41153 -73.42094"
